156778152,1
156778162,0
156778172,0
156778182,0
156778192,0
156778202,0
156778212,0
156778222,0
156778232,0
156778242,0
156778252,0
156778262,0
156778268,2
156778273,0
156778283,0
156778289,1
156778291,1
156778293,1
156778296,0
156778306,0
156778316,0
156778326,0
156778336,0
156778346,0
156778356,0
156778366,0
156778376,0
156778386,0
156778396,0
156778406,0
156778416,0
156778426,0
156778436,0
156778446,0
156778456,0
156778466,0
156778476,0
156778486,0
156778496,0
156778506,0
156778516,0
156778526,0
156778536,0
156778546,0
156778556,0
156778566,0
156778576,0
156778586,0
156778596,0
156778606,0
156778616,0
156778626,0
156778636,0
156778646,0
156778656,0
156778666,0
156778676,0
156778686,0
156778696,0
156778706,0
156778716,0
156778726,0
156778736,0
156778746,0
156778756,0
156778766,0
156778776,0
156778786,0
156778796,0
156778806,0
156778816,0
156778826,0
156778836,0
156778846,0
156778856,0
156778866,0
156778876,0
156778886,0
156778896,0
156778906,0
156778916,0
156778926,0
156778936,0
156778943,1
156778947,0
156778957,0
156778967,0
156778977,0
156778987,0
156778997,0
156779007,0
156779017,0
156779027,0
156779037,0
156779047,0
156779057,0
156779067,0
156779077,0
156779087,0
156779097,0
156779107,0
156779117,0
156779127,0
156779137,0
156779147,0
156779157,0
156779167,0
156779177,0
156779187,0
156779197,0
156779207,0
156779217,0
156779227,0
156779237,0
156779247,0
156779257,0
156779267,0
156779277,0
156779287,0
156779297,0
156779307,0
156779317,0
156779327,0
156779337,0
156779347,0
156779357,0
156779367,0
156779377,0
156779387,0
156779397,0
156779407,0
156779417,0
156779427,0
156779437,0
156779447,0
156779457,0
156779467,0
156779477,0
156779487,0
156779497,0
156779507,0
156779517,0
156779527,0
156779537,0
156779547,0
156779557,0
156779567,0
156779577,0
156779587,0
156779597,0
156779607,0
156779617,0
156779627,0
156779637,0
156779647,0
156779657,0
156779667,0
156779677,0
156779687,0
156779697,0
156779707,0
156779717,0
156779727,0
156779737,0
156779747,0
156779757,0
156779767,0
156779777,0
156779787,0
156779797,0
156779807,0
156779817,0
156779827,0
156779837,0
156779847,0
156779857,0
156779867,0
156779877,0
156779887,0
156779897,0
156779907,0
156779917,0
156779927,0
156779937,0
156779947,0
156779957,0
156779967,0
156779977,0
156779987,0
156779997,0
156780007,0
156780017,0
156780027,0
156780037,0
156780047,0
156780057,0
156780067,0
156780077,0
156780087,0
156780097,0
156780107,0
156780117,0
156780127,0
156780137,0
156780147,0
156780157,0
156780167,0
156780177,0
156780187,0
156780197,0
156780207,0
156780217,0
156780227,0
156780237,0
156780247,0
156780257,0
156780267,0
156780277,0
156780287,0
156780297,0
156780307,0
156780317,0
156780327,0
156780337,0
156780347,0
156780357,0
156780367,0
156780377,0
156780387,0
156780397,0
156780407,0
156780417,0
156780427,0
156780437,0
156780447,0
156780457,0
156780467,0
156780477,0
156780487,0
156780497,0
156780507,0
156780517,0
156780527,0
156780537,0
156780547,0
156780557,0
156780567,0
156780577,0
156780587,0
156780597,0
156780607,0
156780617,0
156780627,0
156780637,0
156780647,0
156780657,0
156780667,0
156780677,0
156780687,0
156780697,0
156780707,0
156780717,0
156780727,0
156780737,0
156780747,0
156780757,0
156780767,0
156780777,0
156780787,0
156780797,0
156780807,0
156780817,0
156780827,0
156780837,0
156780847,0
156780857,0
156780867,0
156780877,0
156780887,0
156780897,0
156780907,0
156780917,0
156780927,0
156780937,0
156780947,0
156780957,0
156780967,0
156780977,0
156780987,0
156780997,0
156781007,0
156781017,0
156781027,0
156781037,0
156781047,0
156781057,0
156781067,0
156781077,0
156781087,0
156781097,0
156781107,0
156781117,0
156781127,0
156781137,0
156781147,0
156781157,0
156781167,0
156781177,0
156781187,0
156781197,0
156781207,0
156781217,0
156781227,0
156781237,0
156781247,0
156781257,0
156781267,0
156781277,0
156781287,0
156781297,0
156781307,0
156781317,0
156781327,0
156781337,0
156781347,0
156781357,0
156781367,0
156781377,0
156781387,0
156781397,0
156781407,0
156781417,0
156781427,0
156781437,0
156781447,0
156781457,0
156781467,0
156781477,0
156781487,0
156781497,0
156781507,0
156781517,0
156781527,0
156781537,0
156781547,0
156781557,0
156781567,0
156781577,0
156781587,0
156781597,0
156781607,0
156781617,0
156781627,0
156781637,0
156781647,0
156781657,0
156781667,0
156781677,0
156781687,0
156781697,0
156781707,0
156781717,0
156781727,0
156781737,0
156781747,0
156781757,0
156781767,0
156781777,0
156781787,0
156781797,0
156781807,0
156781817,0
156781827,0
156781837,0
156781847,0
156781857,0
156781867,0
156781877,0
156781887,0
156781897,0
156781907,0
156781917,0
156781927,0
156781937,0
156781947,0
156781957,0
156781967,0
156781977,0
156781987,0
156781997,0
156782007,0
156782017,0
156782027,0
156782037,0
156782047,0
156782057,0
156782067,0
156782077,0
156782087,0
156782097,0
156782107,0
156782117,0
156782127,0
156782137,0
156782147,0
156782157,0
156782167,0
156782177,0
156782187,0
156782197,0
156782207,0
156782217,0
156782227,0
156782237,0
156782247,0
156782257,0
156782267,0
156782277,0
156782287,0
156782297,0
156782307,0
156782317,0
156782327,0
156782337,0
156782347,0
156782357,0
156782367,0
156782377,0
156782387,0
156782397,0
156782407,0
156782417,0
156782427,0
156782437,0
156782447,0
156782457,0
156782467,0
156782477,0
156782487,0
156782497,0
156782507,0
156782517,0
156782527,0
156782537,0
156782547,0
156782557,0
156782567,0
156782577,0
156782587,0
156782597,0
156782607,0
156782617,0
156782627,0
156782637,0
156782647,0
156782657,0
156782667,0
156782677,0
156782687,0
156782697,0
156782707,0
156782717,0
156782727,0
156782737,0
156782747,0
156782757,0
156782767,0
156782777,0
156782787,0
156782797,0
156782807,0
156782817,0
156782827,0
156782837,0
156782847,0
156782857,0
156782867,0
156782877,0
156782887,0
156782897,0
156782907,0
156782917,0
156782927,0
156782937,0
156782947,0
156782957,0
156782967,0
156782977,0
156782987,0
156782997,0
156783007,0
156783017,0
156783027,0
156783037,0
156783047,0
156783057,0
156783067,0
156783077,0
156783087,0
156783097,0
156783107,0
156783117,0
156783127,0
156783137,0
156783147,0
156783157,0
156783167,0
156783177,0
156783187,0
156783197,0
156783207,0
156783217,0
156783227,0
156783237,0
156783247,0
156783257,0
156783267,0
156783277,0
156783287,0
156783297,0
156783307,0
156783317,0
156783327,0
156783337,0
156783347,0
156783357,0
156783367,0
156783377,0
156783387,0
156783397,0
156783407,0
156783417,0
156783427,0
156783437,0
156783447,0
156783457,0
156783467,0
156783477,0
156783487,0
156783497,0
156783507,0
156783517,0
156783527,0
156783537,0
156783547,0
156783557,0
156783567,0
156783577,0
156783587,0
156783597,0
156783607,0
156783617,0
156783627,0
156783637,0
156783647,0
156783657,0
156783667,0
156783677,0
156783687,0
156783697,0
156783707,0
156783717,0
156783727,0
156783737,0
156783747,0
156783757,0
156783767,0
156783777,0
156783787,0
156783797,0
156783807,0
156783817,0
156783827,0
156783837,0
156783847,0
156783857,0
156783867,0
156783877,0
156783887,0
156783897,0
156783907,0
156783917,0
156783927,0
156783937,0
156783947,0
156783957,0
156783967,0
156783977,0
156783987,0
156783997,0
156784007,0
156784017,0
156784027,0
156784037,0
156784047,0
156784057,0
156784067,0
156784077,0
156784087,0
156784097,0
