26696416,1
26696417,0
26696418,0
26696419,0
26696420,0
26696421,0
26696422,0
26696423,0
26696424,0
26696425,0
26696426,0
26696427,0
26696428,0
26696429,0
26696430,0
26696431,0
26696432,0
26696433,0
26696434,3
26696435,0
26696436,0
26696437,0
26696438,0
26696439,0
26696440,0
26696441,0
26696442,0
26696443,0
26696444,0
26696445,0
26696446,0
26696447,0
26696448,0
26696449,1
26696450,0
26696451,0
26696452,0
26696453,0
26696454,0
26696455,0
26696456,0
26696457,0
26696458,0
26696459,1
26696460,0
26696461,0
26696462,0
26696463,0
26696464,0
26696465,0
26696466,0
26696467,0
26696468,0
26696469,0
26696470,0
26696471,0
26696472,0
26696473,0
26696474,0
26696475,0
26696476,0
26696477,0
26696478,0
26696479,0
26696480,0
26696481,0
26696482,0
26696483,0
26696484,0
26696485,0
26696486,0
26696487,0
26696488,0
26696489,0
26696490,0
26696491,0
26696492,0
26696493,0
26696494,0
26696495,0
26696496,0
26696497,0
26696498,0
26696499,0
26696500,0
26696501,0
26696502,0
26696503,0
26696504,0
26696505,0
26696506,0
26696507,0
26696508,0
26696509,0
26696510,0
26696511,0
26696512,0
26696513,0
26696514,0
26696515,0
26696516,0
26696517,0
26696518,0
26696519,0
26696520,0
26696521,0
26696522,0
26696523,1
26696524,0
26696525,0
26696526,0
26696527,0
26696528,1
26696529,0
26696530,0
26696531,2
26696532,0
26696533,0
26696534,0
26696535,0
26696536,0
26696537,0
26696538,0
26696539,0
26696540,0
26696541,0
26696542,0
26696543,0
26696544,0
26696545,0
26696546,0
26696547,0
26696548,0
26696549,0
26696550,0
26696551,0
26696552,1
26696553,0
26696554,0
26696555,0
26696556,0
26696557,0
26696558,0
26696559,0
26696560,0
26696561,0
26696562,0
26696563,0
26696564,0
26696565,0
26696566,0
26696567,0
26696568,0
26696569,0
26696570,0
26696571,0
26696572,0
26696573,0
26696574,0
26696575,0
26696576,0
26696577,0
26696578,0
26696579,0
26696580,0
26696581,0
26696582,0
26696583,0
26696584,0
26696585,0
26696586,0
26696587,0
26696588,0
26696589,0
26696590,0
26696591,0
26696592,0
26696593,0
26696594,0
26696595,1
26696596,0
26696597,0
26696598,0
26696599,0
26696600,0
26696601,0
26696602,0
26696603,0
26696604,0
26696605,0
26696606,0
26696607,0
